golden_contact_id,surviving_contact_id,source_contact_ids,full_name,email,phone,job_title,record_quality_score,quality_grade,survivorship_reason,records_merged_count
GOLD_CON_003243,CON003718,CON003718,First3717 Last3717,user3717@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003244,CON003719,CON003719,First3718 Last3718,user3718@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003245,CON003720,CON003720,First3719 Last3719,user3719@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003246,CON003721,CON003721,First3720 Last3720,user3720@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003247,CON003722,CON003722,First3721 Last3721,user3721@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003248,CON003723,CON003723,First3722 Last3722,user3722@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003249,CON003724,CON003724,First3723 Last3723,user3723@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003250,CON003725,CON003725,First3724 Last3724,user3724@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003251,CON003726,CON003726,First3725 Last3725,user3725@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003252,CON003727,CON003727,First3726 Last3726,user3726@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003253,CON003728,CON003728,First3727 Last3727,user3727@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003254,CON003729,CON003729,First3728 Last3728,user3728@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003255,CON003730,CON003730,First3729 Last3729,user3729@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003256,CON003731,CON003731,First3730 Last3730,user3730@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003257,CON003732,CON003732,First3731 Last3731,user3731@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003258,CON003734,CON003734,First3733 Last3733,user3733@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003259,CON003737,CON003737,First3736 Last3736,user3736@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003260,CON003738,CON003738,First3737 Last3737,user3737@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003261,CON003739,CON003739,First3738 Last3738,user3738@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003262,CON003742,CON003742,First3741 Last3741,user3741@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003263,CON003743,CON003743,First3742 Last3742,user3742@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003264,CON003744,CON003744,First3743 Last3743,user3743@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003265,CON003745,CON003745,First3744 Last3744,user3744@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003266,CON003746,CON003746,First3745 Last3745,user3745@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003267,CON003747,CON003747,First3746 Last3746,user3746@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003268,CON003748,CON003748,First3747 Last3747,user3747@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003269,CON003749,CON003749,First3748 Last3748,user3748@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003270,CON003750,CON003750,First3749 Last3749,user3749@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003271,CON003751,CON003751,First3750 Last3750,user3750@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003272,CON003752,CON003752,First3751 Last3751,user3751@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003273,CON003754,CON003754,First3753 Last3753,user3753@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003274,CON003755,CON003755,First3754 Last3754,user3754@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003275,CON003756,CON003756,First3755 Last3755,user3755@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003276,CON003757,CON003757,First3756 Last3756,user3756@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003277,CON003758,CON003758,First3757 Last3757,user3757@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003278,CON003759,CON003759,First3758 Last3758,user3758@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003279,CON003760,CON003760,First3759 Last3759,user3759@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003280,CON003761,CON003761,First3760 Last3760,user3760@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003281,CON003762,CON003762,First3761 Last3761,user3761@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003282,CON003763,CON003763,First3762 Last3762,user3762@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003283,CON003764,CON003764,First3763 Last3763,user3763@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003284,CON003765,CON003765,First3764 Last3764,user3764@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003285,CON003766,CON003766,First3765 Last3765,user3765@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003286,CON003767,CON003767,First3766 Last3766,user3766@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003287,CON003768,CON003768,First3767 Last3767,user3767@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003288,CON003769,CON003769,First3768 Last3768,user3768@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003289,CON003770,CON003770,First3769 Last3769,user3769@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003290,CON003771,CON003771,First3770 Last3770,user3770@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003291,CON003772,CON003772,First3771 Last3771,user3771@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003292,CON003773,CON003773,First3772 Last3772,user3772@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003293,CON003774,CON003774,First3773 Last3773,user3773@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003294,CON003775,CON003775,First3774 Last3774,user3774@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003295,CON003776,CON003776,First3775 Last3775,user3775@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003296,CON003778,CON003778,First3777 Last3777,user3777@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003297,CON003780,CON003780,First3779 Last3779,user3779@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003298,CON003782,CON003782,First3781 Last3781,user3781@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003299,CON003783,CON003783,First3782 Last3782,user3782@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003300,CON003784,CON003784,First3783 Last3783,user3783@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003301,CON003786,CON003786,First3785 Last3785,user3785@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003302,CON003787,CON003787,First3786 Last3786,user3786@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003303,CON003788,CON003788,First3787 Last3787,user3787@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003304,CON003789,CON003789,First3788 Last3788,user3788@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003305,CON003791,CON003791,First3790 Last3790,user3790@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003306,CON003792,CON003792,First3791 Last3791,user3791@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003307,CON003794,CON003794,First3793 Last3793,user3793@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003308,CON003795,CON003795,First3794 Last3794,user3794@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003309,CON003796,CON003796,First3795 Last3795,user3795@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003310,CON003797,CON003797,First3796 Last3796,user3796@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003311,CON003798,CON003798,First3797 Last3797,user3797@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003312,CON003799,CON003799,First3798 Last3798,user3798@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003313,CON003801,CON003801,First3800 Last3800,user3800@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003314,CON003802,CON003802,First3801 Last3801,user3801@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003315,CON003803,CON003803,First3802 Last3802,user3802@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003316,CON003804,CON003804,First3803 Last3803,user3803@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003317,CON003805,CON003805,First3804 Last3804,user3804@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003318,CON003806,CON003806,First3805 Last3805,user3805@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003319,CON003808,CON003808,First3807 Last3807,user3807@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003320,CON003809,CON003809,First3808 Last3808,user3808@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003321,CON003810,CON003810,First3809 Last3809,user3809@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003322,CON003811,CON003811,First3810 Last3810,user3810@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003323,CON003812,CON003812,First3811 Last3811,user3811@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003324,CON003813,CON003813,First3812 Last3812,user3812@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003325,CON003815,CON003815,First3814 Last3814,user3814@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003326,CON003816,CON003816,First3815 Last3815,user3815@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003327,CON003817,CON003817,First3816 Last3816,user3816@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003328,CON003818,CON003818,First3817 Last3817,user3817@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003329,CON003819,CON003819,First3818 Last3818,user3818@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003330,CON003820,CON003820,First3819 Last3819,user3819@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003331,CON003821,CON003821,First3820 Last3820,user3820@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003332,CON003822,CON003822,First3821 Last3821,user3821@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003333,CON003823,CON003823,First3822 Last3822,user3822@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003334,CON003824,CON003824,First3823 Last3823,user3823@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003335,CON003825,CON003825,First3824 Last3824,user3824@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003336,CON003826,CON003826,First3825 Last3825,user3825@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003337,CON003827,CON003827,First3826 Last3826,user3826@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003338,CON003828,CON003828,First3827 Last3827,user3827@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003339,CON003829,CON003829,First3828 Last3828,user3828@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003340,CON003830,CON003830,First3829 Last3829,user3829@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003341,CON003831,CON003831,First3830 Last3830,user3830@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003342,CON003832,CON003832,First3831 Last3831,user3831@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003343,CON003833,CON003833,First3832 Last3832,user3832@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003344,CON003834,CON003834,First3833 Last3833,user3833@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003345,CON003835,CON003835,First3834 Last3834,user3834@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003346,CON003836,CON003836,First3835 Last3835,user3835@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003347,CON003837,CON003837,First3836 Last3836,user3836@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003348,CON003838,CON003838,First3837 Last3837,user3837@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003349,CON003839,CON003839,First3838 Last3838,user3838@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003350,CON003840,CON003840,First3839 Last3839,user3839@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003351,CON003842,CON003842,First3841 Last3841,user3841@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003352,CON003843,CON003843,First3842 Last3842,user3842@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003353,CON003846,CON003846,First3845 Last3845,user3845@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003354,CON003847,CON003847,First3846 Last3846,user3846@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003355,CON003848,CON003848,First3847 Last3847,user3847@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003356,CON003850,CON003850,First3849 Last3849,user3849@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003357,CON003851,CON003851,First3850 Last3850,user3850@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003358,CON003852,CON003852,First3851 Last3851,user3851@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003359,CON003853,CON003853,First3852 Last3852,user3852@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003360,CON003854,CON003854,First3853 Last3853,user3853@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003361,CON003855,CON003855,First3854 Last3854,user3854@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003362,CON003856,CON003856,First3855 Last3855,user3855@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003363,CON003857,CON003857,First3856 Last3856,user3856@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003364,CON003858,CON003858,First3857 Last3857,user3857@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003365,CON003859,CON003859,First3858 Last3858,user3858@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003366,CON003860,CON003860,First3859 Last3859,user3859@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003367,CON003861,CON003861,First3860 Last3860,user3860@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003368,CON003862,CON003862,First3861 Last3861,user3861@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003369,CON003863,CON003863,First3862 Last3862,user3862@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003370,CON003864,CON003864,First3863 Last3863,user3863@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003371,CON003865,CON003865,First3864 Last3864,user3864@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003372,CON003866,CON003866,First3865 Last3865,user3865@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003373,CON003867,CON003867,First3866 Last3866,user3866@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003374,CON003868,CON003868,First3867 Last3867,user3867@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003375,CON003869,CON003869,First3868 Last3868,user3868@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003376,CON003870,CON003870,First3869 Last3869,user3869@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003377,CON003871,CON003871,First3870 Last3870,user3870@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003378,CON003872,CON003872,First3871 Last3871,user3871@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003379,CON003873,CON003873,First3872 Last3872,user3872@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003380,CON003874,CON003874,First3873 Last3873,user3873@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003381,CON003876,CON003876,First3875 Last3875,user3875@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003382,CON003879,CON003879,First3878 Last3878,user3878@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003383,CON003880,CON003880,First3879 Last3879,user3879@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003384,CON003881,CON003881,First3880 Last3880,user3880@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003385,CON003882,CON003882,First3881 Last3881,user3881@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003386,CON003883,CON003883,First3882 Last3882,user3882@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003387,CON003884,CON003884,First3883 Last3883,user3883@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003388,CON003885,CON003885,First3884 Last3884,user3884@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003389,CON003886,CON003886,First3885 Last3885,user3885@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003390,CON003887,CON003887,First3886 Last3886,user3886@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003391,CON003888,CON003888,First3887 Last3887,user3887@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003392,CON003889,CON003889,First3888 Last3888,user3888@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003393,CON003890,CON003890,First3889 Last3889,user3889@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003394,CON003891,CON003891,First3890 Last3890,user3890@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003395,CON003892,CON003892,First3891 Last3891,user3891@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003396,CON003893,CON003893,First3892 Last3892,user3892@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003397,CON003894,CON003894,First3893 Last3893,user3893@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003398,CON003895,CON003895,First3894 Last3894,user3894@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003399,CON003896,CON003896,First3895 Last3895,user3895@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003400,CON003897,CON003897,First3896 Last3896,user3896@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003401,CON003898,CON003898,First3897 Last3897,user3897@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003402,CON003899,CON003899,First3898 Last3898,user3898@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003403,CON003900,CON003900,First3899 Last3899,user3899@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003404,CON003901,CON003901,First3900 Last3900,user3900@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003405,CON003902,CON003902,First3901 Last3901,user3901@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003406,CON003903,CON003903,First3902 Last3902,user3902@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003407,CON003904,CON003904,First3903 Last3903,user3903@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003408,CON003905,CON003905,First3904 Last3904,user3904@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003409,CON003906,CON003906,First3905 Last3905,user3905@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003410,CON003907,CON003907,First3906 Last3906,user3906@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003411,CON003908,CON003908,First3907 Last3907,user3907@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003412,CON003909,CON003909,First3908 Last3908,user3908@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003413,CON003910,CON003910,First3909 Last3909,user3909@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003414,CON003911,CON003911,First3910 Last3910,user3910@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003415,CON003912,CON003912,First3911 Last3911,user3911@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003416,CON003913,CON003913,First3912 Last3912,user3912@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003417,CON003914,CON003914,First3913 Last3913,user3913@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003418,CON003915,CON003915,First3914 Last3914,user3914@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003419,CON003916,CON003916,First3915 Last3915,user3915@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003420,CON003917,CON003917,First3916 Last3916,user3916@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003421,CON003918,CON003918,First3917 Last3917,user3917@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003422,CON003919,CON003919,First3918 Last3918,user3918@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003423,CON003920,CON003920,First3919 Last3919,user3919@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003424,CON003921,CON003921,First3920 Last3920,user3920@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003425,CON003924,CON003924,First3923 Last3923,user3923@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003426,CON003925,CON003925,First3924 Last3924,user3924@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003427,CON003926,CON003926,First3925 Last3925,user3925@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003428,CON003927,CON003927,First3926 Last3926,user3926@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003429,CON003928,CON003928,First3927 Last3927,user3927@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003430,CON003929,CON003929,First3928 Last3928,user3928@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003431,CON003930,CON003930,First3929 Last3929,user3929@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003432,CON003931,CON003931,First3930 Last3930,user3930@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003433,CON003933,CON003933,First3932 Last3932,user3932@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003434,CON003934,CON003934,First3933 Last3933,user3933@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003435,CON003935,CON003935,First3934 Last3934,user3934@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003436,CON003936,CON003936,First3935 Last3935,user3935@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003437,CON003937,CON003937,First3936 Last3936,user3936@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003438,CON003938,CON003938,First3937 Last3937,user3937@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003439,CON003939,CON003939,First3938 Last3938,user3938@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003440,CON003940,CON003940,First3939 Last3939,user3939@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003441,CON003941,CON003941,First3940 Last3940,user3940@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003442,CON003942,CON003942,First3941 Last3941,user3941@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003443,CON003944,CON003944,First3943 Last3943,user3943@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003444,CON003945,CON003945,First3944 Last3944,user3944@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003445,CON003946,CON003946,First3945 Last3945,user3945@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003446,CON003947,CON003947,First3946 Last3946,user3946@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003447,CON003948,CON003948,First3947 Last3947,user3947@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003448,CON003949,CON003949,First3948 Last3948,user3948@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003449,CON003950,CON003950,First3949 Last3949,user3949@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003450,CON003951,CON003951,First3950 Last3950,user3950@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003451,CON003952,CON003952,First3951 Last3951,user3951@example.com,,Analyst,100.0,A,Highest record_quality_score,1
GOLD_CON_003452,CON003953,CON003953,First3952 Last3952,user3952@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003453,CON003955,CON003955,First3954 Last3954,user3954@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003454,CON003956,CON003956,First3955 Last3955,user3955@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003455,CON003957,CON003957,First3956 Last3956,user3956@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003456,CON003958,CON003958,First3957 Last3957,user3957@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003457,CON003959,CON003959,First3958 Last3958,user3958@example.com,,Director,100.0,A,Highest record_quality_score,1
GOLD_CON_003458,CON003960,CON003960,First3959 Last3959,user3959@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003459,CON003961,CON003961,First3960 Last3960,user3960@example.com,,Analyst,80.0,B,Highest record_quality_score,1
GOLD_CON_003460,CON003962,CON003962,First3961 Last3961,user3961@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003461,CON003963,CON003963,First3962 Last3962,user3962@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003462,CON003964,CON003964,First3963 Last3963,user3963@example.com,,VP,80.0,B,Highest record_quality_score,1
GOLD_CON_003463,CON003966,CON003966,First3965 Last3965,user3965@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003464,CON003967,CON003967,First3966 Last3966,user3966@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003465,CON003968,CON003968,First3967 Last3967,user3967@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003466,CON003969,CON003969,First3968 Last3968,user3968@example.com,,Manager,80.0,B,Highest record_quality_score,1
GOLD_CON_003467,CON003970,CON003970,First3969 Last3969,user3969@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003468,CON003971,CON003971,First3970 Last3970,user3970@example.com,,Director,80.0,B,Highest record_quality_score,1
GOLD_CON_003469,CON003973,CON003973,First3972 Last3972,user3972@example.com,,Manager,100.0,A,Highest record_quality_score,1
GOLD_CON_003470,CON003974,CON003974,First3973 Last3973,user3973@example.com,,VP,100.0,A,Highest record_quality_score,1
GOLD_CON_003471,CON003976,CON003976,First3975 Last3975,user3975@example.com,,VP,80.0,B,Highest record_quality_score,1
